sentiment,clean_text
neutral,blackberri check tweet whether taken request
negative,work
neutral,cheer ladi miss
neutral,back work today even mind
positive,god amaz
positive,happi
neutral,hd full
positive,love
neutral,stori remind live
neutral,probabl want go home
neutral,today air yet
positive,love
positive,best cup final today fun
negative,feel good
negative,miss
neutral,went main degre though
negative,lone
negative,suck
negative,annoy
negative,die
positive,cool thing success
positive,goodnight
neutral,hi guy guess twitter phone
positive,hope
neutral,woo exam
neutral,get
neutral,back citi breakfast time
positive,happi
positive,absolut great day
positive,blast
negative,rip think
positive,good
positive,alway refresh
neutral,okay listen work woo
neutral,find
neutral,reject
neutral,old like sweat said love heart
neutral,fam lol come probabl june earli
positive,feel happi work need today happi time
negative,fail
neutral,finish english one step closer end
positive,feel great
negative,die
neutral,lol wassup mama
neutral,meet someth
neutral,what blog
neutral,what wrong mayb help
positive,chill home
neutral,interview tomorrow morn
neutral,mood listen stuff sir told use huge fan mine seem song
neutral,mcfli
negative,never wash cat home hate water
positive,goodnight
negative,slow
positive,awesom
positive,hope
negative,miss
neutral,said go follow live chat
negative,realli stink
negative,fair
positive,thing want pleas say happi birthday
negative,annoy tweet tomorrow
neutral,aww one msn
negative,feel almost empti insid today good feel
negative,sick
positive,love
neutral,husband wear shirt time think send way
negative,sad
positive,love
positive,good
neutral,sent ben week shop woo
neutral,choic use one project never end
negative,littl cri
neutral,make join twitter follow
neutral,appl pie check cupcak check green tea check coffe check readi tea time
positive,um write tonight like want write yet noth
negative,handl
negative,feel like
neutral,alreadi took da pic
positive,awesom
neutral,yeh suppos know realli
neutral,sure knew hand good book hand unless charger
positive,teas
positive,make saturday night much better
negative,tire
positive,love twit
positive,thank
positive,thank
positive,happi mother day
neutral,scratch watch think could stay awak better one
neutral,shatter long week piti tomorrow night
neutral,play
positive,better
neutral,tweet want vote
positive,happ
positive,love
negative,miss ocean
neutral,awww ugli
positive,love
positive,lucki
neutral,like tha dj comp hella gud got free gud
positive,wow
negative,miss
positive,alright
positive,happi birthday
negative,ugh
positive,sound like perfect way spend sunday even enjoy
positive,hi better drink hot tea honey thank take care
negative,movi worst
positive,good luck tonight cos ton uni work
neutral,work tri relax min got go back sleep
negative,fail
positive,happi
negative,drive
negative,lame
neutral,find info com hope launch project week well realli need help releas
neutral,bore love someon talk
neutral,yes chang
positive,appreci game
neutral,went instead lol goin
neutral,call california anoth hot one
positive,happi mother day
neutral,gotten call make laugh long
negative,ach
neutral,made breakfast mom
negative,hot
positive,final holiday
neutral,school like one vacat
neutral,say hi
negative,bad still
neutral,want game tonight friend
neutral,okay idea
positive,smile smile smile
positive,thnx
neutral,listen onlin radio
negative,stupid rain
negative,sad
positive,interest
positive,thing ever
neutral,yeah get readi go get pizza noth mayb want play xbox
neutral,what good work
neutral,clean screen new pc machin took anoth
neutral,note still work friday work peopl problem oh man eat pizza tonight
negative,suck
negative,hurt
negative,knee hurt bad
neutral,girl crash may last day
negative,aww sorri
positive,blast
positive,good
neutral,go get tire hear saw movi year one funni yeah
negative,loser
neutral,spend gir day four big sister shop dye hair ohh yeah
neutral,tri vote day figur help lol
negative,made sad
neutral,go hope blog howev track run sometim
positive,nice
neutral,that twitter
neutral,pleas comment back ili
negative,sorri that realli sucki
positive,thank link love yesterday way
negative,sleep hot sleep
neutral,new golf fast
neutral,realli need lose weight anybodi want
positive,glad
positive,believ gorgeous weather today
neutral,morn that mean that smart
neutral,poor wish best thank god month
positive,wait day go
positive,want cooki
positive,happi
positive,five long day ahh
positive,happi mother day
positive,must agre like blackberri
negative,pain need use
neutral,pink mum day
positive,friday tri find someth
negative,stupid
negative,suck
negative,mad sorri
neutral,work
neutral,holi super sunni friday wish park
negative,wors
neutral,way sleep see amber besti
neutral,forgot may need go er
neutral,get crazi
positive,good
negative,poor
negative,crazi gone
neutral,found pack unit red club anyon want quit drink come appear
positive,happ
positive,great
negative,real bad
negative,sore throat record start new ep album prayer need
negative,sad
negative,jealous
neutral,bring food go pleas
neutral,hi ill
neutral,hot cold
neutral,rock sock sorri go
neutral,huge crawl past huge
negative,oh sorri pet
negative,iphon let
negative,goe life right box
positive,peopl love human
negative,tire
positive,laugh pretti much whole time
positive,thank
positive,laugh dumb stuff
positive,thank tip
neutral,hahaha like happi repli
positive,sooooo happi final repli chat messag hope hes fake
neutral,love weather weekend shame back work tomorrow
neutral,downtown fun tonight walk back car lol
negative,much homework pay work screw
negative,miss
positive,happi
positive,love
neutral,work weekend
positive,love song
positive,best place
neutral,test joke
negative,bore
neutral,quit alright plus side ate toast breakfast eat strawberri
neutral,where happi
positive,love much also
neutral,bore sunni monday school tire lazi hungri yeah great mood
neutral,wake tire moment list music make happi let wake
positive,good
positive,may ha yes today birthday star war day
positive,thank
neutral,window access guess answer
positive,hope
neutral,usual applic check status read stuff that etc
negative,miss
neutral,oh realli hello
positive,happi
negative,hate
neutral,chang plan see today
negative,confus
neutral,lol know feel kid current work load time grow thing
neutral,ill sunday right
positive,woot freak hoo
positive,good
neutral,oh that hell need post haha talk
negative,still feel fair
positive,bad
positive,well love complet back
neutral,gray
negative,hurt
negative,sad chat die help
neutral,screw go bed one love
neutral,way man like year old
positive,cute
positive,awesom ti
neutral,chines lunch add notic health score walk bag
neutral,new twitter
negative,cheap se
neutral,morn garden get air
positive,enjoy weather
neutral,yeah come fan concert come te
negative,sorri long listen
neutral,gut
neutral,toast seem kid sure eat lot
negative,sad
positive,love
positive,happiest
negative,young end
neutral,sleep what sleep seem mean much mind usual
neutral,yet even get play year soon hope
neutral,new search microsoft name
neutral,mother day lunch
neutral,awwww cri love
negative,agre miss lot away busi like whole new place
neutral,bit trip today
neutral,andi danc one show haha
positive,happi mother day god mother step mother
positive,great
neutral,lmao taken least week
neutral,compani
negative,suck
negative,wtf
negative,apolog
positive,love new
negative,caught
negative,bore
positive,need show
neutral,oh poor bear nightmar huge
neutral,yeah hire guy name year
negative,whos
neutral,eat morn
positive,thank
positive,love
negative,bad
positive,excit
positive,final clean
neutral,anyon excit like twilight first love oh well find
neutral,saw messag till add delet see messag left page
negative,bore hous
neutral,finish quick articl cap wait get done get back book
positive,wow
neutral,qualiti
negative,bore
neutral,wine
positive,hope
negative,hurt foot gym class
neutral,tag nice touch
negative,sorri
neutral,home taken base
negative,sick
positive,oh good thing
positive,cool
positive,awesom atm
neutral,bit print photo
negative,throw
positive,hope
positive,thank
positive,thankyou
neutral,hahah wish true realli realli bad go stay home chill tonight
negative,feel sick
positive,better
neutral,send tw busi peopl return chines tw
negative,excit
positive,awesom
negative,bore
neutral,omg
neutral,yeah drank littl bit anyway definit show drink
neutral,think ipod touch may break
neutral,tour student morn huge mother noth bore
positive,good
positive,sweet
positive,happi birthday month get day deserv whole month
positive,thank
positive,love
neutral,got email aunti bout father day mother day mom father day dad
negative,home lone
positive,good
negative,mess
negative,rip littl bird flew window snap neck
neutral,killer complet love heart serious wow miss read
neutral,still awak go back sleep
positive,love
positive,rock
neutral,twitter question go brother game season stay warm bed minut repli
neutral,realli look like boy need someon hair
neutral,know star war day today may
neutral,drink brand look
positive,aw thank
neutral,wish could go oh well
